_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
15.293410773962046,533,-0.011037177436773703,-2.0960502893675876,1.6856672312776626,0.06386676363799061,0.0715763,-1.8952312,2.5708225,0.40182114,-2.666201635122327e-17,-3.889521986004737,3.2236682921740587,0.9999610917833417,0.03204434823344198,-0.01891347763314985,0.1452696280650761,0.001027232122556826,20,-0.01828256,2.754161,0.012718302,1.5,1.0,0.0013193475097546315,-0.23405581325722458,-1.7257883308402766
11.412605362482264,344,-0.018205747618502004,-1.2086044502316984,0.7942535257648212,0.04500981838622742,-0.03984521,-2.2761261,1.7931352,0.4014518,2.0655312086049424e-17,-3.753867699818559,2.9842079797159227,0.9999113688111764,0.024874032214200405,-0.0013992852542580362,0.08324491296157817,0.0003879714695817598,40,-0.025513329,2.7473993,0.012620058,2.25,1.0,0.00048264734365197895,-0.03179572141922171,-0.3895619016264691
17.59801168568853,475,0.017706911156328567,-1.3514428119041577,1.1557714451401881,0.053048948831728615,0.008559906,-1.7727153,2.3478158,0.37339333,0.0,-1.7623022289252723,3.328635154570625,0.9999566236824473,0.047750454469032075,-0.011759023683926608,0.2561146102613422,0.0028754605768928267,60,-0.024450665,2.7466657,0.010008486,3.375,1.0,0.00206528805961181,0.2992618620275057,0.021551561031086464
22.073761063575255,455,0.03446524291526364,-1.5698798266790168,1.5314680105332124,0.04878648293957529,0.038248945,-2.1279418,2.1041892,0.37823877,3.123264772571869e-17,-2.643038176126887,3.342360772329009,0.9999661943012637,0.07736571490932029,-0.0005494066394281003,0.38529921050897487,0.007263633592199337,80,-0.01371996,2.7489977,0.0036248413,3.375,1.0,0.0055951784706286005,0.23576959973527412,0.18895722560500772
28.027996869765012,525,0.02446272293712006,-0.9766799638018583,1.2668382782145446,0.054557120926355396,0.036788672,-2.622096,2.1441345,0.3900859,1.0150610510858574e-17,-1.5520944739564018,2.6347561477465713,0.9999745067684437,0.11034951354169648,0.0007482312711691988,0.44075490714054816,0.013789444759432229,100,-0.01506798,2.7518227,0.003862638,3.375,1.0,0.010972673485340926,0.27845393739093915,0.1256978990688168
29.319889084380122,493,0.05145335677598131,-1.1520811354417677,1.3413726227218639,0.055774410854798444,0.0387061,-2.6969101,1.84273,0.36317626,5.765052622800001e-17,-2.381566113541999,3.5211588789997577,0.999976018584451,0.1130947912755298,-0.0004185839386517856,0.43640117233425685,0.01241118504864489,120,-0.015806198,2.7562578,0.0040446445,3.375,1.0,0.00836421092262823,0.3393767677537819,0.2513780077739699
53.92876788856215,812,0.05248495130002361,-1.102155345807582,1.4569752189910934,0.06552257260895723,0.061762635,-2.0609467,2.498671,0.40144715,3.500210520985715e-17,-2.5619504926450856,2.179439704375911,0.99998074730833,0.19989698880867457,-0.008482242089823335,0.5766375547412146,0.026906206919083176,140,-0.008613029,2.7550929,0.002846377,3.375,1.0,0.013333679830717683,0.5120232418030916,0.279822481069289
54.650543560733446,814,0.032164262999953605,-1.2269359753124611,1.359203117073725,0.06037247811798294,0.05556095,-1.951669,1.9146094,0.363265,-2.6187078713517207e-17,-2.1902146656976447,3.3895027394215163,0.9999827132496589,0.19498810795546434,-0.006869058213052073,0.6445376656338878,0.027951032408928083,160,-0.011548077,2.7494335,0.0029549932,3.375,1.0,0.017077660484409247,0.3894025112604609,0.262259619028682
79.38590528206666,1053,0.02413084699476542,-2.540430239289156,1.518141477316272,0.08541092705324947,0.07294142,-2.1022754,1.8324355,0.3695463,4.7234559832105425e-17,-2.5235941282667076,2.1314198773249675,0.9999850696226056,0.2920138398220389,0.00026754494007178803,0.7104153683243886,0.043469895290797374,180,-0.011558056,2.746893,0.00417779,3.375,1.0,0.028765411380696684,0.35588802239209405,0.0825391792735678
67.39271980136007,913,0.019091173385197953,-1.840200078002546,1.3212943624954518,0.07369771496436124,0.06437752,-1.887838,2.4075367,0.3827968,3.11300212819321e-17,-2.5295914342111265,2.214381190842796,0.9999884056424813,0.24527716066743988,0.002640715533801585,0.8043096630815297,0.041330496904658974,200,-0.008768659,2.7426927,0.0020000464,3.375,1.0,0.04045987093815232,0.054139550387183544,-0.22620070200239661
86.50590773516683,1159,-0.004514977554530459,-2.043283606822472,0.9812918077673046,0.07442138468148392,0.051308185,-1.9516363,2.7431138,0.36136588,-2.452261383123728e-17,-2.383536414777819,2.166613378891227,0.9999877589965913,0.3359891057928981,0.0011554937423849437,0.843243661899283,0.06612032806843077,220,-0.009073351,2.7416193,0.002618059,3.375,1.0,0.04796493914457549,0.28511088439303967,0.09694501646600295
86.21829268047476,1136,0.025498826559576568,-1.6570037569167726,1.317682471756048,0.06394950679918503,0.059219398,-2.3356595,2.1464808,0.36764038,1.2509555207044018e-17,-2.5662205511708636,2.79474088202667,0.9999889994754667,0.2956610499005894,0.0029809595559084057,0.822809601179767,0.05147804753400371,240,-0.01050445,2.7375438,0.003430815,3.375,1.0,0.0440634186614108,0.14871670980923857,-0.03740012195400677
91.3095152715062,1319,0.015199383753016774,-1.435264392374994,1.3462924827941503,0.06628281003275532,0.062030498,-2.1546793,2.262542,0.38082412,-1.0773961118424567e-17,-2.6683513503608256,2.7461130302508407,0.9999860580625145,0.2614838348203489,0.0030122336702011207,0.8609290785673142,0.03779088486879298,260,-0.0092888605,2.7388012,0.0025593203,3.375,1.0,0.024922228037114615,0.34173105948022797,0.1414743537700085
74.98004764215776,1093,0.015599280818886127,-1.5059366137109143,1.3894502952868728,0.06892628211046062,0.084272996,-2.2078803,2.1898334,0.37874845,1.300169690320403e-17,-1.9298724718223774,2.802727818598258,0.9999860494766393,0.2416949663723294,0.001195501413288247,0.7492329902639353,0.03769185481142782,280,-0.00921897,2.733551,0.0029255997,3.375,1.0,0.027474620342558754,0.2713213474992393,0.1510786931267194
102.83983960369342,1391,0.017095735961452987,-2.2397670359308397,1.2144266762646294,0.07656019272074928,0.069583416,-1.8894408,2.257537,0.37459815,-3.320293157757477e-17,-2.779862009471339,2.3731242466090308,0.9999859876418687,0.3282060285908729,0.0006734220328607773,0.8531631695864219,0.05527146231145287,300,-0.008414501,2.7270563,0.0024540175,3.375,1.0,0.03916905814537817,0.3104583093947707,0.16991233739922817
79.51333221079271,1043,0.028973596659805794,-1.5998512798123592,1.3558182859088939,0.07116645175923599,0.108339615,-1.994039,2.4234648,0.36869308,6.812490275744009e-18,-2.5026007166419344,2.422278157906511,0.9999875506920392,0.2691677798531022,0.0022911909071803888,0.8262515871706493,0.03754285843565819,320,-0.008041034,2.7222433,0.0025180918,3.375,1.0,0.03203786383654669,0.2174710547226344,0.038729311509521636
79.71112625915092,1203,0.016668832206430933,-1.72357996231302,1.2377982547985018,0.06369303247552695,0.09488554,-2.1645377,2.1745386,0.3743737,0.0,-2.4078466741098667,2.371014728690278,0.9999863474791503,0.25950523929304486,0.0009066965957388674,0.6865840881003078,0.03533502525429743,340,-0.006529544,2.7148695,0.0021028018,3.375,1.0,0.028399549683704808,0.19785145479539046,0.048896341524872544
85.32919455491856,1155,0.028779118502295115,-1.643899597776418,1.818888707622871,0.06868257974598779,0.10435809,-1.9647359,2.1737747,0.3546027,3.691131094857663e-17,-2.5971810528337635,2.4978388351206497,0.9999858952340717,0.2953132809109333,0.0019379246951621485,0.8247561951992851,0.04700187431028323,360,-0.0068598245,2.7021177,0.0022315376,3.375,1.0,0.0395246405137866,0.1616361517566568,0.039147133324161976
72.73307802708662,1208,0.013576268175242554,-1.4141960499652848,1.3655266188250357,0.050769599541754966,0.117177986,-2.2953732,2.324251,0.36063662,-1.1763952578809606e-17,-2.159258452571805,2.37240440639542,0.9999843652444034,0.24342365714677944,0.0013443963291229735,0.691042207305994,0.032361740730095,380,-0.0076174377,2.6983542,0.001875048,3.375,1.0,0.027634404184282854,0.18226398378520925,0.11275910581916782
62.21730509303454,972,0.013377472507677278,-1.8433703036190496,1.3735849050870363,0.06770360372689606,0.123572454,-1.9521226,2.2849917,0.35679197,1.4620220900413585e-17,-2.248548913110226,3.096739606219572,0.9999835881913604,0.191046783378479,-0.00044701569288334287,0.575465044959153,0.023699366972991798,400,-0.011212218,2.6879392,0.0031844045,3.375,1.0,0.015740912948619006,0.36631170746142294,0.20770129616625244
58.121384623598786,861,0.018936724515937992,-1.5868818773730162,1.2502326803593646,0.060390951391758506,0.10724829,-1.7431542,2.1690657,0.36204782,-8.252528870616727e-18,-2.1779164129639716,3.0669306865232393,0.9999832110429213,0.20359328706715335,-0.006805783008878413,0.691849869328356,0.030164298658122334,420,-0.010492305,2.6852713,0.0033728979,3.375,1.0,0.020885668669449766,0.3124754321125234,0.12221309613819298
47.396459127300815,833,-0.009302388026202996,-1.5933456162388617,1.7774666200378295,0.06660487529038685,0.09967051,-1.9794254,2.1414337,0.3706702,0.0,-1.9683219885149952,2.775663020900942,0.9999820538288018,0.166395679868279,-0.00916325807606007,0.8318694673538493,0.0397135918330466,440,-0.014790973,2.6749983,0.004877711,3.375,1.0,0.018614715612392065,0.533509688138496,0.3974455801460435
55.35871152356117,807,0.026460924676883515,-1.511412012678482,1.7152417944269749,0.07105398557433737,0.13193497,-1.5957968,2.030397,0.33514652,-5.282845619034202e-17,-2.0342869452241943,3.2069057676487205,0.9999851758052168,0.21072688219970495,0.0003956511688016045,0.800996959336804,0.03898060828233397,460,-0.0085481275,2.667802,0.0022474278,3.375,1.0,0.026223947682477163,0.32731241483857687,0.1552990706475923
60.55913501148349,823,0.014833891199226712,-1.7297991710646297,1.5868783142346257,0.07087334827835227,0.10708611,-2.231073,2.1280158,0.3639046,-5.180141451470961e-17,-2.9180799542465863,2.3290055872569986,0.9999867036980411,0.2324153624071881,-0.0003642454093443385,0.810527101968769,0.040831499883204184,480,-0.0090848785,2.6704564,0.0027835087,3.375,1.0,0.028668049297575687,0.29880077830324636,0.05625203076699559
57.11900033151481,843,0.019563784616269248,-1.331024001643714,1.3790368471271093,0.06343296221204955,0.09992435,-2.196059,2.0363696,0.3472766,8.428739451483989e-18,-2.898019193276312,2.582240378100873,0.9999861508931545,0.2151719043389731,-0.00781833630147024,0.7017729449684353,0.039027140328023936,500,-0.008806692,2.6748285,0.0027919693,3.375,1.0,0.029916724333583836,0.2364765952097967,0.10892475339261032
49.67841557506489,840,0.00011431966451442385,-1.203519670931764,1.527652712512942,0.055762763109285914,0.07320648,-2.1979177,2.4301364,0.3587955,0.0,-2.2814102568809,2.889827672632239,0.9999832499389844,0.1727260310967178,-0.008237744623960612,0.5414804077275446,0.026592642149899332,520,-0.008898287,2.6669745,0.0024327831,3.375,1.0,0.015958364673797906,0.40865324470218434,0.2565485305591131
51.063247701145016,768,0.012884020199171096,-1.2124068786373263,1.3887318978048586,0.05358676989446057,0.082568936,-1.7877965,2.3464012,0.34995326,-9.25185853854297e-18,-2.155902707867746,2.40544059672935,0.9999825071001375,0.2051382025379398,-0.0026925586450957904,0.6353820740146711,0.036240962986353834,540,-0.008669086,2.652054,0.0022864544,3.375,1.0,0.016220802367386076,0.5534593554448151,0.4055949667151706
